,lat,lon,diff_stationarity_pval,diff_acf_lag,diff_acf,diff_acf_pval,orig_stationarity_pval,orig_acf_lag,orig_acf,orig_acf_pval
1933,11.0,127.25,2.0938045582233417e-27,12,-0.012666382625378336,6.707596926065926e-09,3.8758514331988536e-05,12,0.4383125656819528,3.58740353468941e-63
1934,11.0,127.5,2.4050523915047352e-27,12,-0.00909871315637964,8.370142831029132e-09,4.0463190531546576e-05,12,0.4441671331588255,8.107801998965504e-65
1935,10.75,116.5,9.0402606794768e-18,12,0.07030185270297681,4.796955171550429e-16,0.004323419713679015,12,0.19568887604541996,4.772211590509347e-28
1936,10.75,116.75,7.522997877201222e-18,12,0.061884409047943456,4.740028193398837e-15,0.004816342083483359,12,0.1901102125688925,1.9024157919172548e-26
1937,10.75,117.0,8.37723018518861e-18,12,0.05253119609275414,3.01354817121661e-14,0.005099131846036804,12,0.18230810149141846,5.110698437615476e-25
1938,10.75,117.25,5.625815823078358e-18,12,0.042371056232334475,2.552273971513339e-13,0.005440766650487009,12,0.1778680407326897,1.5944481903242107e-23
1939,10.75,117.5,5.15680120199232e-18,12,0.031207839612500565,2.535796960291665e-12,0.005749450890697063,12,0.17136532756400372,5.903321283086038e-22
1940,10.75,117.75,2.056107045745149e-18,12,0.01877663252432396,1.976149865129054e-11,0.006355345556756762,12,0.1702917210029687,8.799245122103752e-21
1941,10.75,118.0,1.15429514112414e-18,12,0.006024703410172916,1.5063765070907658e-10,0.0070922728880518735,12,0.16667725496376534,1.4047096232051482e-19
1942,10.75,118.25,4.1140849828249494e-19,12,-0.0055044130301641625,6.964470518176576e-10,0.02781636398211686,12,0.16804142034398675,6.097894612933663e-19
1943,10.75,118.5,1.5791213006513636e-19,12,-0.019795320353338336,3.1185042384071614e-09,0.02536806396608266,12,0.167651131890273,2.7208292221356885e-18
1944,10.75,118.75,6.190259460099311e-20,12,-0.03176421253271408,1.0870727814393438e-08,0.022504885859787646,12,0.16954169734322075,4.790816933420537e-18
1945,10.75,119.0,1.6143318642581274e-20,12,-0.0401702284315249,2.731544600122827e-08,0.02040161441299566,12,0.1783394830394473,8.205094073833294e-19
1946,10.75,119.25,5.239139627008552e-21,12,-0.018396597108489954,2.3959859430881583e-08,0.0008289856041024042,12,0.20793261756072393,1.2058046878912323e-21
1947,10.75,119.5,3.7953705350557836e-26,12,0.04588551267062477,9.925274306175832e-09,0.02181903666091598,12,0.3852843387552014,4.27934235721619e-46
1948,10.75,119.75,1.0892510813495632e-28,12,0.12161372133449075,8.728352735568278e-12,0.023150787176151714,12,0.5056792293889095,4.165496741511026e-74
1949,10.75,120.0,1.3340975432883634e-28,12,0.13644234410192035,1.1979311847672816e-12,0.005377049737097928,12,0.49750715037803384,1.334340337676107e-69
1950,10.75,120.25,3.3411793969388705e-28,12,0.14781947574275278,1.910892909375498e-13,0.006936432165588925,12,0.49020262825222943,1.0636525482197423e-66
1951,10.75,120.5,1.5764212146609668e-27,12,0.15827991500697586,3.269349223268569e-14,0.007802400457099353,12,0.4823239888224293,3.7419817591281256e-64
1952,10.75,120.75,8.958080750327505e-05,12,0.17322380818747748,1.998128700234467e-15,0.008169287904995682,12,0.473920302310054,2.2255181181734965e-61
1953,10.75,121.0,6.292628710553362e-05,12,0.17615195248694138,3.1284986609416725e-16,0.008658070576860695,12,0.44630706783585694,2.3440828390914935e-54
1954,10.75,121.25,3.700478512819968e-05,12,0.18032720661042806,4.729228567713866e-18,0.016282928581685445,12,0.40065163444472474,3.1643213434198733e-45
1955,10.75,121.5,5.0999005101046575e-20,12,0.15793677056550268,8.195277286295638e-20,0.012016570108254935,12,0.29746169224143887,1.9948393943055766e-34
1956,10.75,121.75,6.71637993641221e-14,12,0.13349020529701677,3.8289046270982834e-19,0.003708029688963148,12,0.16942863005490513,6.362182025883343e-32
1957,10.75,122.0,8.663355320862097e-05,12,0.10685300041563894,7.49632885975188e-15,0.0007764330423906954,12,0.22896668322099523,3.953695394947393e-27
1958,10.75,122.25,3.78226239796496e-12,12,0.09841594734378328,4.912458261826168e-11,0.04490884106498644,12,0.4196996516936534,1.9836395234608518e-53
1959,10.75,122.5,2.3179769084747873e-12,12,0.08775984687504346,2.57516980597099e-11,0.04697580249513972,12,0.44350451813823644,3.6118347499697586e-60
1960,10.75,122.75,2.9880524821634234e-11,12,0.039609887743980804,9.935095047107896e-11,0.037631021938393405,12,0.3508032726770207,6.920057222812018e-40
1961,10.75,123.0,3.86506686909949e-10,12,0.012867087453252851,3.947977897614514e-11,0.02330080037516523,12,0.23060703099208568,9.64469981090006e-24
1962,10.75,123.25,1.9894047512969906e-10,12,0.010724192081587147,1.8947893443363866e-09,0.018483066147586272,12,0.26699773348354533,7.624935654011936e-27
1963,10.75,123.5,0.00030837912448811655,12,0.11883118447002607,1.3738284162152919e-11,0.0008913309640734422,12,0.4974816988672689,1.7692044857838203e-72
1964,10.75,123.75,9.330853536708684e-05,12,0.12988338222971396,2.223468604180083e-12,0.0034658801340231708,12,0.5002161030296991,6.734888404119018e-73
1965,10.75,124.0,0.00023124770682167716,12,0.0499502742735731,2.1692581267207576e-09,0.002823205431244476,12,0.40338034170671955,2.150292792874501e-49
1966,10.75,124.25,0.0001542611729787263,12,-0.01291742767218168,6.080902150870335e-11,0.005780492058327401,12,0.20537142801986716,6.158028203085631e-23
1967,10.75,124.5,0.00011323777416795075,12,-0.026988116180384353,3.2963095651948852e-12,0.0038448618012523997,12,0.1006946361294175,1.0368717027947889e-22
1968,10.75,124.75,2.0994981614215853e-19,12,-0.049624996540929965,6.383145242949524e-07,3.332681735213936e-05,12,0.16912648367281416,2.803511537877713e-17
1969,10.75,125.0,7.625002512126105e-25,12,-0.009381257145081923,2.7046234544588784e-08,1.5306135136543725e-05,12,0.4018501197562697,9.939822053866838e-58
1970,10.75,125.25,7.548135756345892e-27,12,0.0551335612558905,2.199870291781829e-14,2.6670108862959012e-05,12,0.53475483017405,4.66158812115547e-95
1971,10.75,125.5,3.4848247206120646e-28,12,0.024436296123730467,3.7267219854065137e-13,3.8744148945893976e-05,12,0.510709895556323,6.32905314466385e-85
1972,10.75,125.75,5.8552709532567494e-28,12,-0.01864195312090805,1.8227997832386167e-10,4.73922726642517e-05,12,0.4321285212486698,2.017246525913992e-61
1973,10.75,126.0,4.405663043324703e-27,12,-0.03710115248457821,3.4022090427032327e-09,3.434003788074477e-05,12,0.37619940013114456,3.0817562724489615e-47
1974,10.75,126.25,5.13388896568742e-27,12,-0.03853658391153114,5.039909430870726e-09,2.4763918482968728e-05,12,0.3787758892005662,5.118259882790086e-48
1975,10.75,126.5,6.55478778274274e-27,12,-0.0371550744834096,7.029223847333615e-09,2.2970034728065484e-05,12,0.38494258994944874,1.5561434871704769e-49
1976,10.75,126.75,4.01780756737915e-27,12,-0.02574661805042408,4.977910583723343e-09,2.5530442727095786e-05,12,0.4102224768062932,1.415874591485619e-55
1977,10.75,127.0,4.211754332367488e-27,12,-0.017367088678561876,5.4449051951273856e-09,2.8616372203483565e-05,12,0.4248405665078878,2.1053799922136764e-59
1978,10.75,127.25,3.772626482576536e-27,12,-0.009228450562939722,5.997815500169081e-09,3.2105621967538614e-05,12,0.43737145263880034,1.091930398443918e-62
1979,10.75,127.5,4.234947325009317e-27,12,-0.004645295593358356,7.947766051069967e-09,3.6148519497358515e-05,12,0.44433634262549904,1.5819703825810863e-64
1980,10.5,116.5,7.402449897508397e-18,12,0.0639310408749599,4.937558776667866e-16,0.004022021392147569,12,0.19297977171661734,4.611418814121329e-28
1981,10.5,116.75,4.9185720144710115e-18,12,0.054095653950161915,2.9267620203116997e-15,0.004501713731817649,12,0.18792245182761608,8.48089275289743e-27
1982,10.5,117.0,2.4698139379329885e-18,12,0.04412457330505232,2.04655346560382e-14,0.004957752856267614,12,0.1849019973833531,2.0809004381380423e-25
1983,10.5,117.25,1.6197629002752506e-18,12,0.032461909300732256,1.3181383993265348e-13,0.005114106350409236,12,0.18018235696822854,3.8977311204608726e-24
1984,10.5,117.5,6.406471957442181e-19,12,0.021748633108563592,1.0684274337019492e-12,0.005460164782647426,12,0.18097288813835566,5.504888507671078e-23
1985,10.5,117.75,1.9438579785979188e-19,12,0.011741962292082242,6.817028607127986e-12,0.005897346254514236,12,0.18381657175854615,3.0089415711489554e-22
1986,10.5,118.0,9.827821948651528e-20,12,0.002218695552148292,3.0660982675550876e-11,0.006185129262314894,12,0.18358670002579275,1.1568806783021206e-21
1987,10.5,118.25,3.5236000120811533e-20,12,-0.007476621317423743,1.5516748718031761e-10,0.02684033541093056,12,0.18681132520026678,3.075627935736933e-21
1988,10.5,118.5,2.1304979034402702e-20,12,-0.015964290840526363,3.934647650889032e-10,0.02496006880055744,12,0.1864602709646517,5.066250469145744e-21
1989,10.5,118.75,1.5198204398871232e-20,12,-0.026033965649658986,1.526048178932697e-09,0.023098912707427352,12,0.18516785580431125,1.1694344444924876e-20
1990,10.5,119.0,3.6445410202737915e-22,12,-0.01402682855456494,1.5426636341079607e-08,0.02317040978724336,12,0.23829682158857612,2.019093696480408e-24
1991,10.5,119.25,2.04557331888015e-23,12,0.03791720657288408,1.8314177309258788e-08,0.04573845951897455,12,0.3190990797482207,2.629032504224989e-33
1992,10.5,119.5,4.050704014717504e-27,12,0.10696618778101966,1.0166800679198632e-10,0.004600899035979753,12,0.44351938965557003,4.7983042025545804e-55
1993,10.5,119.75,4.443190755045155e-28,12,0.1427695340187744,6.974462250687371e-13,0.004456090563819128,12,0.47891065018121953,1.3908784960639583e-62
1994,10.5,120.0,1.345847660454484e-27,12,0.152868748027564,3.349976985922421e-14,0.007129599409334406,12,0.4684005895138516,2.708094500392473e-59
1995,10.5,120.25,1.0659328631230382e-26,12,0.15616469251728474,3.827055632113358e-15,0.006646402352416465,12,0.4505185545917578,4.3262898744888004e-55
1996,10.5,120.5,5.617743425742606e-05,12,0.16401771146557087,2.289933189738009e-16,0.007631752952609157,12,0.43584103079881,6.858109041830692e-52
1997,10.5,120.75,4.325078829389631e-05,12,0.16960539469454167,1.423652653412296e-17,0.008689471553801217,12,0.41333864076647864,1.9529994571039623e-47
1998,10.5,121.0,3.879733104083369e-05,12,0.17027932857598,7.383868059056478e-19,0.018326571858193554,12,0.37094278419313337,7.184212202991498e-41
1999,10.5,121.25,1.8060285653814888e-20,12,0.16163729240401725,2.0825790371683212e-19,0.008140253739552187,12,0.31222578700821163,5.65684658992072e-35
2000,10.5,121.5,5.756794764772856e-16,12,0.14278840685263916,2.1142348515893116e-19,0.004690553671322196,12,0.20861615180947743,3.71800392098499e-31
2001,10.5,121.75,0.00018115300402642083,12,0.12466264144609299,3.054069622698004e-16,0.0045902661429237145,12,0.1437677737705993,1.503715252616057e-27
2002,10.5,122.0,1.6052036441825781e-22,12,0.07625694833744229,5.907283063356866e-11,0.007882385847579438,12,0.2989188609801987,3.43257084733552e-31
2003,10.5,122.25,6.392475831898915e-12,12,0.08645428719936096,2.2176714944952347e-11,0.03720083579607049,12,0.41912414995324404,4.375768434336811e-54
2004,10.5,122.5,2.200443393615441e-11,12,0.0796981780386066,5.5677692307172815e-12,0.040676661698358645,12,0.4077940535644647,2.0397079729319633e-51
2005,10.5,122.75,1.4152223215763926e-10,12,0.0465822579261157,1.7186220832789498e-12,0.03567301347417698,12,0.3270574819628764,2.4139505456088904e-36
