,lat,lon,mean_wv,ema_1,ema_7,ema_6,ema_5,prophet,lstm_relu,lstm_tanh,ema_1_rmse,ema_7_rmse,ema_6_rmse,ema_5_rmse,prophet_rmse,lstm_relu_rmse,lstm_tanh_rmse
0,4.0,116.5,0.306901720422959,0.3372050600498165,0.2970529012945799,0.2922780219085419,0.29163945403350283,0.26150854319373673,0.3088449959953626,0.2988861051772059,0.14274444924280993,0.12144486236244846,0.11821865951523503,0.1160823434488734,0.147371172959135,0.07879201815673682,0.06458301429039999
1,4.0,116.75,0.22576077632677738,0.2946144112715725,0.2441500827073091,0.24102534749125473,0.2444011953367543,0.30586731527483824,0.24891121437152228,0.2762598578262187,0.1295734393588959,0.09747536005227832,0.09338305582558329,0.09107334107144285,0.17533515960666657,0.06528996232993835,0.07461285333120837
2,4.0,117.0,0.14929282473606997,0.07080239517926865,0.032587660181245336,0.031209829092685357,0.034703287267700354,0.09768504346613849,0.18996353695789972,0.21949892855302588,0.12549928816234224,0.14426197446579925,0.14318553428768355,0.1382808544527531,0.16980981700836872,0.06483345973483695,0.08227366330805393
3,4.0,117.25,0.26797309938019515,0.2040621180654215,0.16148899602476804,0.15464634986715023,0.14935963879664957,0.02356625582872922,0.3309394220511119,0.367143090869019,0.19187861754518065,0.2048276885516768,0.20635804863456375,0.20699136864307777,0.3315430649536288,0.10255326371654874,0.11785856869921824
4,4.0,117.5,0.4902724635588309,0.4290901058520969,0.4251193014463975,0.42239641607929745,0.4151483157559471,0.11922546736319402,0.4942874610424042,0.5994475200158332,0.29368768000099127,0.29473882276541713,0.2946953123893676,0.2953051542632291,0.4884785930805737,0.15926671218395605,0.1467602201774706
5,4.0,117.75,0.988424415090368,0.6098852779892675,0.5987976363301125,0.5896130591476352,0.5726741448799284,0.08576454863852756,0.9675030211607615,1.177195143868947,0.5943351399848185,0.6098986221738356,0.6158599642905386,0.6254024682693793,1.0343087998987484,0.2300906151483454,0.27859147668616513
6,4.0,118.0,1.429836439334607,0.7236706166661365,0.6815495136939274,0.6625893375535619,0.6345134509532419,0.16668886593263746,1.442667802174886,1.4842602377618928,0.9766492209302875,1.0242763898513698,1.0382982084006966,1.0562953108895978,1.4038609664485666,0.323327672387887,0.3229111811024092
7,4.0,118.25,1.8222635336824347,0.7731409073845837,0.725394052714686,0.7057098822114907,0.67574750590091,0.0055227762484093374,1.770982841650645,1.7992459543712804,1.4155527876304728,1.4769524452600122,1.4912734179901772,1.5086165738735433,1.9805840974181819,0.46951143750252444,0.4438458922738819
8,4.0,118.5,2.28464658404968,0.9907343919517827,0.961821238707712,0.9480234892870426,0.9217816454786796,0.258434664334621,2.2895479003588357,2.206192694150205,1.7890675193490022,1.8439814375470471,1.8528278558059488,1.8639500976164542,2.213766889370591,0.588816969378173,0.5652133584672195
9,4.0,118.75,2.6229413128561236,1.244120945007367,1.1985832731578323,1.1795921530375553,1.1477997274380554,0.5913839912034119,2.3225816786289215,2.4699469451838296,1.9886960895870505,2.060401147733263,2.0721662784450254,2.085007115568474,2.244499312820795,0.8315818657915156,0.7225844131029021
10,4.0,119.0,2.7563958713078573,1.530364658970381,1.4373311705323337,1.4049049849253759,1.3615104589236162,1.0665148440762755,2.493360698223114,2.50770524132002,1.9610576887945477,2.064762957348478,2.084619383314017,2.103477529726489,1.9396755946301467,0.882152101651159,0.7455172868322796
11,4.0,119.25,2.766603237562802,1.9273807872577322,1.764541675478468,1.7133551727631373,1.654533844762512,1.5419247479191192,2.5897063712279,2.562859810045925,1.7641197201799166,1.8965954255879551,1.9253855237006403,1.9511476972811066,1.568592242534906,0.8846842224236305,0.8466842283603632
12,4.0,119.5,2.7394087324048217,2.282863860810971,2.06238976477321,1.9968376603272169,1.9273375335209793,1.8886998799504797,2.398331751426061,2.347723987814762,1.6364344353604268,1.7580536082095701,1.7866177393176128,1.8111656110625274,1.3214510435780653,1.026510823090738,0.974566188516813
13,4.0,119.75,2.65329879889242,2.6280352892831824,2.340467088519694,2.2581419525373705,2.1758776665477297,1.701981752139244,2.460111459096273,2.291164910098242,1.5633606881580162,1.6292578603238768,1.649645294587467,1.6675607020737242,1.46617794201814,0.9623464062388667,1.061344185290642
14,4.0,120.0,2.5525046896571593,2.882972179523177,2.5349295085046,2.439668666224529,2.34893773442222,2.8945533967033206,2.3320707778135934,2.040205635100375,1.5830499296753828,1.563946177700862,1.568992914041489,1.5746200601906168,1.0394373865149664,1.0275870529491984,1.0978787995249033
15,4.0,120.25,2.434805740874678,3.060547854984595,2.6579885995987653,2.553066227075229,2.4574488859163215,3.644767481127079,2.366126279036204,1.9199398391938631,1.6408950482409448,1.5232981554749818,1.508740052505822,1.4986987417736632,1.569840758586192,0.9692067628663995,1.0880720713103986
16,4.0,120.5,2.304727717208548,3.2310884972331446,2.7727802553721097,2.659040595163179,2.559722477891477,3.9330029642609556,2.051557888587316,1.837531796558225,1.756419290555705,1.5248979835203726,1.4855872575085307,1.4555142987456515,1.9020359496449477,1.0433606608829609,1.155179488130876
