,lat,lon,mean_wv,ema_1,ema_7,ema_6,ema_5,prophet,lstm_relu,lstm_tanh,ema_1_rmse,ema_7_rmse,ema_6_rmse,ema_5_rmse,prophet_rmse,lstm_relu_rmse,lstm_tanh_rmse
0,4.0,116.5,0.39298948770259295,0.4315888163315209,0.39319169256860587,0.3901199358925516,0.392482247629327,0.15311518432120644,0.338160698612531,0.3282597552778817,0.17723076379766223,0.17791014338631386,0.18132682712667883,0.18538748988309928,0.2831202429407121,0.15651708629597538,0.14402338088015312
1,4.0,116.75,0.35564741140075734,0.42011586966765524,0.3723641726068377,0.3710723342661439,0.3774249498125742,0.15074935225338093,0.2965550484756629,0.32405476052228416,0.21876853482843098,0.20772655331490758,0.2087540756566654,0.2110175899232875,0.267342118354418,0.15569753105061582,0.14484829047518233
2,4.0,117.0,0.2532695724877121,0.17900254936335255,0.14269602769438672,0.14228120793351134,0.1473933419308294,-0.29378266217456733,0.23117047672470412,0.26840288125092027,0.28531719495451874,0.2789164408529993,0.27604631902177673,0.2718827877361028,0.5683708883543569,0.15132442103877303,0.1317783965958716
3,4.0,117.25,0.3907232454413116,0.364038873493229,0.3217362467572961,0.31561567764383675,0.31231402891038723,-0.44624753562331804,0.44308529049158096,0.4311296652435606,0.484260072375537,0.46759217443497,0.4667116891905489,0.4667195903552139,0.8672327376852917,0.13187006418352673,0.21873000965116632
4,4.0,117.5,0.6274917891993037,0.6363332388745996,0.6340503709891973,0.6341244158762734,0.6326393653946981,-0.35537251021437705,0.585952324171861,0.6839319937736378,0.6082741669575124,0.5928922163312792,0.5934937121391693,0.5947706654820059,1.0289037582848966,0.2922705935329777,0.25126169567187934
5,4.0,117.75,1.1332815246199959,0.876715052157533,0.8637182499891054,0.8585059654980144,0.85142188689042,-0.9787070273082638,1.0935431321461995,1.2987799479228965,0.7961743857565577,0.8203133064478516,0.8320891222853738,0.8425584723119179,2.141550371047953,0.36538651573248476,0.38455911543530413
6,4.0,118.0,1.4822865716347577,0.9569486711133525,0.9084416495977091,0.8933074905566198,0.8776327584798107,-1.0506020600201247,1.533066987991333,1.5948359770506004,1.0005864017585868,1.0703223223696416,1.0943158424940034,1.1146321752278103,2.573400173730096,0.45433692799498987,0.4362165342109726
7,4.0,118.25,1.7069646496021988,0.9187252378091345,0.8652332500892177,0.8501354323301952,0.835517228430784,-2.271037054839797,1.7806578079859416,1.8161667517464448,1.253687846323674,1.341513282278502,1.3709261611452659,1.3956129799003039,4.015173169409222,0.6178074781424822,0.5826553558484491
8,4.0,118.5,2.0233277324844465,1.0540192539516473,1.021587722557903,1.0138837934417528,1.0066475756238673,-1.8929007644667228,2.239156852165858,2.1620048862609282,1.4855226405302915,1.5737304139270512,1.604818992514541,1.6310332133582788,3.978664874529478,0.7555447795143951,0.6935916780245278
9,4.0,118.75,2.2441855589185375,1.2163241433675973,1.172308272134195,1.16150136771778,1.1522068166539956,-1.2476650833041616,2.2268461287021637,2.373031270065168,1.5731764045758143,1.6679699120970481,1.7024012227557372,1.7314701729619968,3.5817720758756337,0.9334189854660145,0.8370911451044267
10,4.0,119.0,2.2545280163060286,1.3625580751949455,1.2769867503880237,1.2546102420262972,1.2362121944852973,0.07510492616922033,2.3522380888462067,2.3024262147166863,1.446778387507718,1.5531751679249508,1.5907493601983096,1.6214254569003113,2.339934695412048,0.9057566374325658,0.7738097234956233
